ID;Дата и время создания;Дата последнего изменения;Код КПГЗ;Наименование КПГЗ;Вышестоящий КПГЗ;Описание;ОКПД;ОКПД-2;Код номенклатуры МЭР;Необходимость привязки к объекту городского хозяйства;Признак стандартизированной позиции;Требуется проведение государственной экспертизы;Относится к капитальному и текущему ремонту, благоустройству, устройству пешеходных зон, сносу и т.п.;Тип объекта городского хозяйства;Проект
3207663;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.03.05;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ И ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБУЧЕНИЯ;03.06.01.03.03 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ВОСПИТАНИЯ И ОБУЧЕНИЯ;Услуги технического заказчика на период строительства по объектам дополнительного образования и дополнительного профессионального обучения. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207659;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.03.01;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ДОШКОЛЬНЫХ ОБРАЗОВАТЕЛЬНЫХ УЧРЕЖДЕНИЙ В ГОРОДЕ МОСКВЕ;03.06.01.03.03 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ВОСПИТАНИЯ И ОБУЧЕНИЯ;Услуги технического заказчика на период строительства по объектам дошкольных образовательных учреждений в городе москве. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207646;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.01.11;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА;03.06.01.03.01 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ТРАНСПОРТНОЙ СИСТЕМЫ;Услуги технического заказчика на период строительства по объектам железнодорожного транспорта. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207744;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.17.01;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ЖИВОТНОВОДСТВА;03.06.01.03.17 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО СЕЛЬСКОХОЗЯЙСТВЕННЫМ ОБЪЕКТАМ;Услуги технического заказчика на период строительства по объектам животноводства. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207672;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.05.01;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ЖИЛЫХ ДОМОВ;03.06.01.03.05 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ЖИЛЫМ ОБЪЕКТАМ;Услуги технического заказчика на период строительства по объектам жилых домов. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207648;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.02;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ЗДРАВООХРАНЕНИЯ;03.06.01.03 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА;В данную группировку входят: <br>- услуги технического заказчика на период строительства по объектам амбулаторно-поликлинических учреждений города и станций скорой неотложной помощи<br>- услуги технического заказчика на период строительства по объектам стационарных лечебно-профилактических учреждений здравоохранения города москвы<br>- услуги технического заказчика на период строительства по объектам учреждений здравоохранения в области материнства и детства<br>- услуги технического заказчика на период строительства по прочим объектам здравоохранения<br>- услуги технического заказчика на период строительства по объектам научно-исследовательских, практических медицинских центров<br>- услуги технического заказчика на период строительства по объектам медицинских служб<br>- услуги технического заказчика на период строительства по лечебно-оздоровительным объектам<br>- услуги технического заказчика на период строительства по вспомогательным объектам здравоохранения<br>- услуги технического заказчика на период строительства по объектам здравоохранения особого типа;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207657;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.02.09;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ЗДРАВООХРАНЕНИЯ ОСОБОГО ТИПА;03.06.01.03.02 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ЗДРАВООХРАНЕНИЯ;Услуги технического заказчика на период строительства по объектам здравоохранения особого типа. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207717;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.11.02;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ЗЕЛЕНЫХ ЗОН, ПРИРОДНЫХ И ОЗЕЛЕНЕННЫХ ТЕРРИТОРИЙ;03.06.01.03.11 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ОХРАНЫ И ПОВЫШЕНИЯ КАЧЕСТВА ОКРУЖАЮЩЕЙ СРЕДЫ;Услуги технического заказчика на период строительства по объектам зеленых зон, природных и озелененных территорий. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207676;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.06;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ИНЖЕНЕРНОЙ ИНФРАСТРУКТУРЫ;03.06.01.03 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА;В данную группировку входят: <br>- услуги технического заказчика на период строительства по объектам электроснабжения<br>- услуги технического заказчика на период строительства по объектам теплоснабжения<br>- услуги технического заказчика на период строительства по объектам газоснабжения<br>- услуги технического заказчика на период строительства по объектам коллекторного хозяйства города москвы<br>- услуги технического заказчика на период строительства по объектам водопроводно-канализационного хозяйства<br>- услуги технического заказчика на период строительства по объектам водоотведения поверхностного стока<br>- услуги технического заказчика на период строительства по объектам коммунально-инженерной инфраструктуры<br>- услуги технического заказчика на период строительства по прочим объектам инженерной инфраструктуры<br>- услуги технического заказчика на период строительства по объектам связи<br>- услуги технического заказчика на период строительства по смешанным объектам инженерной инфраструктуры<br>- услуги технического заказчика на период выполнения строительно-монтажных работ по объектам наружного освещения<br>- услуги технического заказчика на период выполнения строительно-монтажных работ по устройству архитектурно-художественной подсветки;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207737;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.15.02;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ИННОВАЦИОННОЙ ИНФРАСТРУКТУРЫ;03.06.01.03.15 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО НАУЧНО-ИННОВАЦИОННЫМ ОБЪЕКТАМ, ОБЪЕКТАМ ИЗЫСКАТЕЛЬСКОГО НАЗНАЧЕНИЯ;Услуги технического заказчика на период строительства по объектам инновационной инфраструктуры. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207680;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.06.04;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ КОЛЛЕКТОРНОГО ХОЗЯЙСТВА ГОРОДА МОСКВЫ;03.06.01.03.06 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ИНЖЕНЕРНОЙ ИНФРАСТРУКТУРЫ;Услуги технического заказчика на период строительства по объектам коллекторного хозяйства города москвы. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207761;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.20.05;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ КОЛОКОЛЬНИ;03.06.01.03.20 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО КУЛЬТОВЫМ И РЕЛИГИОЗНЫМ ОБЪЕКТАМ;Услуги технического заказчика на период строительства по объектам колокольни. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
3207683;26.03.2016 00:00:00;26.03.2016 00:00:00;03.06.01.03.06.07;УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ КОММУНАЛЬНО-ИНЖЕНЕРНОЙ ИНФРАСТРУКТУРЫ;03.06.01.03.06 УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД СТРОИТЕЛЬСТВА ПО ОБЪЕКТАМ ИНЖЕНЕРНОЙ ИНФРАСТРУКТУРЫ;Услуги технического заказчика на период строительства по объектам коммунально-инженерной инфраструктуры. Данная позиция не имеет подчиненных позиций.;74.20.60.000;71.12.20.190;91.12.990;;Нет;;;;Нет
